cou_ID,cou_Name,cou_Description,cou_IsActive,cou_Rating,cou_DurationHours,cou_MaxDegree,cou_MinDegree
329,Purple Team Collaboration,Integrated security offensive and defensive cooperation,true,4.5,28,150,90
330,Bug Bounty Hunting,Vulnerability research responsible disclosure and rewards,true,4.4,24,100,60
331,Web Application Testing,OWASP testing methodology security assessment,true,4.6,35,200,120
332,Mobile App Security Testing,Android iOS security mobile penetration testing,true,4.5,38,200,120
333,API Security Testing,REST GraphQL security authentication and authorization testing,true,4.6,28,150,90
334,Container Security,Docker security image scanning and runtime protection,true,4.5,26,150,90
335,Kubernetes Security,Pod security policies RBAC and cluster hardening,true,4.7,35,200,120
336,Secrets Management,Vault HashiCorp credential storage and secrets rotation,true,4.4,22,100,60
337,Zero Trust Architecture,Zero trust security micro-segmentation and identity verification,true,4.6,30,150,90
338,Blockchain Security,Smart contract audits consensus security and crypto vulnerabilities,true,4.5,32,200,120
339,Privacy Engineering,Privacy by design GDPR compliance and data protection,true,4.3,24,100,60
340,Secure Software Development,SDLC security secure coding and security requirements,true,4.7,28,150,90
341,Threat Modeling,Attack trees STRIDE risk analysis and security design,true,4.6,22,100,60
342,Security Automation,SOAR platforms automated response and security orchestration,true,4.4,30,150,90
343,Endpoint Security,EDR antivirus host protection and endpoint management,true,4.3,24,100,60
344,Data Loss Prevention,DLP policies data classification and leakage prevention,true,4.2,26,150,90
345,Email Security,Phishing prevention SPF DKIM DMARC and email filtering,true,4.4,18,50,30
346,Browser Security,Browser hardening secure browsing and web security,true,4.3,14,50,30
347,Hardware Security,TPM secure boot hardware encryption and firmware security,true,4.5,28,150,90
348,Biometric Security,Fingerprint face recognition and biometric authentication,true,4.4,20,100,60
349,Smart Card Security,PKI chip cards certificate authentication and access control,true,4.1,22,100,60
350,Quantum Cryptography,Post-quantum cryptography quantum key distribution and future security,true,4.3,35,200,120
